,PWH,QOIL
0,0.3,0.32364800000000005
1,0.4,0.30721800000000005
2,0.5,0.289341
3,0.55,0.27967800000000004
4,0.6,0.269612
5,0.65,0.258803
6,0.7000000000000001,0.246979
7,0.75,0.234439
8,0.8,0.221034
9,0.85,0.206355
10,0.9,0.190642
11,0.9500000000000001,0.174023
12,1.0,0.155728
13,1.05,0.135167
14,1.1,0.111373
15,1.1400000000000001,0.0891129
16,1.16,0.07644610000000002
17,1.18,0.062491500000000005
18,1.2,0.0434399
19,1.2402,0.0
