,QOIL,QGAS,QWAT,PUS,PDS
1917,0.34,0.204,0.51,1.49987,0.440083
1918,0.85,0.595,0.0,1.49987,0.6964560000000001
1919,0.765,0.5355,0.085,1.49987,0.669052
1920,0.68,0.47600000000000003,0.17,1.49987,0.638949
1921,0.595,0.4165,0.255,1.49987,0.605633
1922,0.51,0.35700000000000004,0.34,1.49987,0.56825
1923,0.425,0.2975,0.425,1.49987,0.526286
1924,0.34,0.23800000000000002,0.51,1.49987,0.478039
1925,0.85,0.68,0.0,1.49987,0.73506
1926,0.765,0.612,0.085,1.49987,0.707708
1927,0.68,0.5440000000000002,0.17,1.49987,0.6774330000000001
1928,0.595,0.47600000000000003,0.255,1.49987,0.643665
1929,0.51,0.408,0.34,1.49987,0.605626
1930,0.425,0.34,0.425,1.49987,0.561979
1931,0.34,0.2720000000000001,0.51,1.49987,0.511628
1932,0.85,0.765,0.0,1.49987,0.767417
1933,0.765,0.6885000000000001,0.085,1.49987,0.740389
1934,0.68,0.612,0.17,1.49987,0.710252
1935,0.595,0.5355,0.255,1.49987,0.6763939999999999
1936,0.51,0.459,0.34,1.49987,0.637992
1937,0.425,0.3825,0.425,1.49987,0.593782
1938,0.34,0.306,0.51,1.49987,0.541667
1939,0.85,0.85,0.0,1.49987,0.794872
1940,0.765,0.765,0.085,1.49987,0.768389
1941,0.68,0.68,0.17,1.49987,0.738631
1942,0.595,0.595,0.255,1.49987,0.7049500000000001
1943,0.51,0.51,0.34,1.49987,0.666439
1944,0.425,0.425,0.425,1.49987,0.621812
1945,0.34,0.34,0.51,1.49987,0.5689770000000001
1946,0.85,0.935,0.0,1.49987,0.818879
1947,0.765,0.8415,0.085,1.49987,0.7925620000000001
1948,0.68,0.7480000000000002,0.17,1.49987,0.7633759999999999
1949,0.595,0.6545000000000001,0.255,1.49987,0.730088
1950,0.51,0.561,0.34,1.49987,0.6917270000000001
1951,0.425,0.4675000000000001,0.425,1.49987,0.646899
1952,0.34,0.3740000000000001,0.51,1.49987,0.593485
1953,0.85,1.02,0.0,1.49987,0.8392529999999999
1954,0.765,0.918,0.085,1.49987,0.814156
1955,0.68,0.816,0.17,1.49987,0.785336
1956,0.595,0.7139999999999997,0.255,1.49987,0.7523520000000001
1957,0.51,0.612,0.34,1.49987,0.714341
1958,0.425,0.51,0.425,1.49987,0.669559
1959,0.34,0.408,0.51,1.49987,0.6157670000000001
1960,0.85,0.51,0.0,1.79987,0.862606
1961,0.765,0.459,0.085,1.79987,0.835213
1962,0.68,0.408,0.17,1.79987,0.80571
1963,0.595,0.35700000000000004,0.255,1.79987,0.773801
1964,0.51,0.306,0.34,1.79987,0.7389960000000001
1965,0.425,0.255,0.425,1.79987,0.700724
1966,0.34,0.204,0.51,1.79987,0.658151
1967,0.85,0.595,0.0,1.79987,0.911421
1968,0.765,0.5355,0.085,1.79987,0.883166
1969,0.68,0.47600000000000003,0.17,1.79987,0.852422
1970,0.595,0.4165,0.255,1.79987,0.8187690000000001
1971,0.51,0.35700000000000004,0.34,1.79987,0.781861
1972,0.425,0.2975,0.425,1.79987,0.740837
1973,0.34,0.23800000000000002,0.51,1.79987,0.694655
1974,0.85,0.68,0.0,1.79987,0.9527549999999999
1975,0.765,0.612,0.085,1.79987,0.924045
1976,0.68,0.5440000000000002,0.17,1.79987,0.892543
1977,0.595,0.47600000000000003,0.255,1.79987,0.857945
1978,0.51,0.408,0.34,1.79987,0.819507
1979,0.425,0.34,0.425,1.79987,0.7764350000000001
1980,0.34,0.2720000000000001,0.51,1.79987,0.727475
1981,0.85,0.765,0.0,1.79987,0.9877870000000001
1982,0.765,0.6885000000000001,0.085,1.79987,0.959105
1983,0.68,0.612,0.17,1.79987,0.9274100000000001
1984,0.595,0.5355,0.255,1.79987,0.8922530000000001
1985,0.51,0.459,0.34,1.79987,0.852767
1986,0.425,0.3825,0.425,1.79987,0.8082340000000001
1987,0.34,0.306,0.51,1.79987,0.7571089999999999
1988,0.85,0.85,0.0,1.79987,1.01785
1989,0.765,0.765,0.085,1.79987,0.9894280000000001
1990,0.68,0.68,0.17,1.79987,0.957829
1991,0.595,0.595,0.255,1.79987,0.922438
1992,0.51,0.51,0.34,1.79987,0.8825320000000001
1993,0.425,0.425,0.425,1.79987,0.83684
1994,0.34,0.34,0.51,1.79987,0.784047
1995,0.85,0.935,0.0,1.79987,1.04386
1996,0.765,0.8415,0.085,1.79987,1.01588
1997,0.68,0.7480000000000002,0.17,1.79987,0.984581
1998,0.595,0.6545000000000001,0.255,1.79987,0.949273
1999,0.51,0.561,0.34,1.79987,0.909118
2000,0.425,0.4675000000000001,0.425,1.79987,0.8628950000000001
2001,0.34,0.3740000000000001,0.51,1.79987,0.808758
2002,0.85,1.02,0.0,1.79987,1.06634
2003,0.765,0.918,0.085,1.79987,1.03901
2004,0.68,0.816,0.17,1.79987,1.00821
2005,0.595,0.7139999999999997,0.255,1.79987,0.973232
2006,0.51,0.612,0.34,1.79987,0.933084
2007,0.425,0.51,0.425,1.79987,0.886524
2008,0.34,0.408,0.51,1.79987,0.831434
2009,0.85,0.51,0.0,2.09987,1.108
2010,0.765,0.459,0.085,2.09987,1.08027
2011,0.68,0.408,0.17,2.09987,1.05067
2012,0.595,0.35700000000000004,0.255,2.09987,1.01912
2013,0.51,0.306,0.34,2.09987,0.985277
2014,0.425,0.255,0.425,2.09987,0.9487690000000001
2015,0.34,0.204,0.51,2.09987,0.909166
2016,0.85,0.595,0.0,2.09987,1.15101
2017,0.765,0.5355,0.085,2.09987,1.12239
2018,0.68,0.47600000000000003,0.17,2.09987,1.0917100000000002
2019,0.595,0.4165,0.255,2.09987,1.05855
2020,0.51,0.35700000000000004,0.34,2.09987,1.0226300000000001
2021,0.425,0.2975,0.425,2.09987,0.9834160000000001
2022,0.34,0.23800000000000002,0.51,2.09987,0.940192
2023,0.85,0.68,0.0,2.09987,1.19154
2024,0.765,0.612,0.085,2.09987,1.1622400000000002
2025,0.68,0.5440000000000002,0.17,2.09987,1.1305100000000001
2026,0.595,0.47600000000000003,0.255,2.09987,1.0960800000000002
2027,0.51,0.408,0.34,2.09987,1.05831
2028,0.425,0.34,0.425,2.09987,1.01668
2029,0.34,0.2720000000000001,0.51,2.09987,0.970281
2030,0.85,0.765,0.0,2.09987,1.2269
2031,0.765,0.6885000000000001,0.085,2.09987,1.19736
2032,0.68,0.612,0.17,2.09987,1.1651
2033,0.595,0.5355,0.255,2.09987,1.12961
2034,0.51,0.459,0.34,2.09987,1.09057
2035,0.425,0.3825,0.425,2.09987,1.0470300000000001
2036,0.34,0.306,0.51,2.09987,0.99806
2037,0.85,0.85,0.0,2.09987,1.2577200000000002
2038,0.765,0.765,0.085,2.09987,1.22815
2039,0.68,0.68,0.17,2.09987,1.19556
2040,0.595,0.595,0.255,2.09987,1.15962
2041,0.51,0.51,0.34,2.09987,1.11955
2042,0.425,0.425,0.425,2.09987,1.07465
2043,0.34,0.34,0.51,2.09987,1.0235800000000002
2044,0.85,0.935,0.0,2.09987,1.2846100000000003
2045,0.765,0.8415,0.085,2.09987,1.25527
2046,0.68,0.7480000000000002,0.17,2.09987,1.2227700000000001
2047,0.595,0.6545000000000001,0.255,2.09987,1.1864700000000001
2048,0.51,0.561,0.34,2.09987,1.1458700000000002
2049,0.425,0.4675000000000001,0.425,2.09987,1.09986
2050,0.34,0.3740000000000001,0.51,2.09987,1.04714
2051,0.85,1.02,0.0,2.09987,1.3082399999999998
2052,0.765,0.918,0.085,2.09987,1.27932
2053,0.68,0.816,0.17,2.09987,1.24704
2054,0.595,0.7139999999999997,0.255,2.09987,1.21083
2055,0.51,0.612,0.34,2.09987,1.16979
2056,0.425,0.51,0.425,2.09987,1.12307
2057,0.34,0.408,0.51,2.09987,1.0690000000000002
2058,1.0,0.6,0.0,0.299867,0.01
2059,0.9,0.54,0.1,0.299867,0.01
2060,0.8,0.48,0.2,0.299867,0.01
2061,0.7000000000000001,0.42,0.3,0.299867,0.01
2062,0.6,0.36,0.4,0.299867,0.01
2063,0.5,0.3,0.5,0.299867,0.01
2064,0.4,0.24,0.6,0.299867,0.01
2065,1.0,0.7000000000000001,0.0,0.299867,0.01
2066,0.9,0.6299999999999999,0.1,0.299867,0.01
2067,0.8,0.56,0.2,0.299867,0.01
2068,0.7000000000000001,0.49,0.3,0.299867,0.01
2069,0.6,0.42,0.4,0.299867,0.01
2070,0.5,0.35000000000000003,0.5,0.299867,0.01
2071,0.4,0.28,0.6,0.299867,0.01
2072,1.0,0.8,0.0,0.299867,0.01
2073,0.9,0.72,0.1,0.299867,0.01
2074,0.8,0.64,0.2,0.299867,0.01
2075,0.7000000000000001,0.56,0.3,0.299867,0.01
2076,0.6,0.48,0.4,0.299867,0.01
2077,0.5,0.4,0.5,0.299867,0.01
2078,0.4,0.32,0.6,0.299867,0.01
2079,1.0,0.9,0.0,0.299867,0.01
2080,0.9,0.81,0.1,0.299867,0.01
2081,0.8,0.72,0.2,0.299867,0.01
2082,0.7000000000000001,0.63,0.3,0.299867,0.01
2083,0.6,0.54,0.4,0.299867,0.01
2084,0.5,0.45,0.5,0.299867,0.01
2085,0.4,0.36,0.6,0.299867,0.01
2086,1.0,1.0,0.0,0.299867,0.01
2087,0.9,0.9,0.1,0.299867,0.01
2088,0.8,0.8,0.2,0.299867,0.01
2089,0.7000000000000001,0.7000000000000001,0.3,0.299867,0.01
2090,0.6,0.6,0.4,0.299867,0.01
2091,0.5,0.5,0.5,0.299867,0.01
2092,0.4,0.4,0.6,0.299867,0.01
2093,1.0,1.1,0.0,0.299867,0.01
2094,0.9,0.99,0.1,0.299867,0.01
2095,0.8,0.88,0.2,0.299867,0.01
2096,0.7000000000000001,0.77,0.3,0.299867,0.01
2097,0.6,0.66,0.4,0.299867,0.01
2098,0.5,0.55,0.5,0.299867,0.01
2099,0.4,0.44,0.6,0.299867,0.01
2100,1.0,1.2,0.0,0.299867,0.01
2101,0.9,1.08,0.1,0.299867,0.01
2102,0.8,0.96,0.2,0.299867,0.01
2103,0.7000000000000001,0.84,0.3,0.299867,0.01
2104,0.6,0.72,0.4,0.299867,0.01
2105,0.5,0.6,0.5,0.299867,0.01
2106,0.4,0.48,0.6,0.299867,0.01
2107,1.0,0.6,0.0,0.599867,0.0768947
2108,0.9,0.54,0.1,0.599867,0.05577369999999998
2109,0.8,0.48,0.2,0.599867,0.01
2110,0.7000000000000001,0.42,0.3,0.599867,0.01
2111,0.6,0.36,0.4,0.599867,0.01
2112,0.5,0.3,0.5,0.599867,0.01
2113,0.4,0.24,0.6,0.599867,0.01
2114,1.0,0.7000000000000001,0.0,0.599867,0.0946952
2115,0.9,0.6299999999999999,0.1,0.599867,0.0755808
2116,0.8,0.56,0.2,0.599867,0.052708500000000005
2117,0.7000000000000001,0.49,0.3,0.599867,0.01
2118,0.6,0.42,0.4,0.599867,0.01
2119,0.5,0.35000000000000003,0.5,0.599867,0.01
2120,0.4,0.28,0.6,0.599867,0.01
2121,1.0,0.8,0.0,0.599867,0.110348
2122,0.9,0.72,0.1,0.599867,0.090708
2123,0.8,0.64,0.2,0.599867,0.0708637
2124,0.7000000000000001,0.56,0.3,0.599867,0.042975599999999996
2125,0.6,0.48,0.4,0.599867,0.01
2126,0.5,0.4,0.5,0.599867,0.01
2127,0.4,0.32,0.6,0.599867,0.01
2128,1.0,0.9,0.0,0.599867,0.122698
2129,0.9,0.81,0.1,0.599867,0.10386799999999999
2130,0.8,0.72,0.2,0.599867,0.0827293
2131,0.7000000000000001,0.63,0.3,0.599867,0.060647000000000006
2132,0.6,0.54,0.4,0.599867,0.01
2133,0.5,0.45,0.5,0.599867,0.01
2134,0.4,0.36,0.6,0.599867,0.01
2135,1.0,1.0,0.0,0.599867,0.133011
2136,0.9,0.9,0.1,0.599867,0.11633900000000001
2137,0.8,0.8,0.2,0.599867,0.09393330000000001
2138,0.7000000000000001,0.7000000000000001,0.3,0.599867,0.0723715
2139,0.6,0.6,0.4,0.599867,0.040924300000000004
2140,0.5,0.5,0.5,0.599867,0.01
2141,0.4,0.4,0.6,0.599867,0.01
2142,1.0,1.1,0.0,0.599867,0.139821
2143,0.9,0.99,0.1,0.599867,0.12522
2144,0.8,0.88,0.2,0.599867,0.10595
2145,0.7000000000000001,0.77,0.3,0.599867,0.0819909
2146,0.6,0.66,0.4,0.599867,0.0564898
2147,0.5,0.55,0.5,0.599867,0.01
2148,0.4,0.44,0.6,0.599867,0.01
2149,1.0,1.2,0.0,0.599867,0.143969
2150,0.9,1.08,0.1,0.599867,0.131525
2151,0.8,0.96,0.2,0.599867,0.114856
2152,0.7000000000000001,0.84,0.3,0.599867,0.0917573
2153,0.6,0.72,0.4,0.599867,0.066548
2154,0.5,0.6,0.5,0.599867,0.01
2155,0.4,0.48,0.6,0.599867,0.01
2156,1.0,0.6,0.0,0.8998650000000001,0.275752
2157,0.9,0.54,0.1,0.8998650000000001,0.254651
2158,0.8,0.48,0.2,0.8998650000000001,0.23136700000000002
2159,0.7000000000000001,0.42,0.3,0.8998650000000001,0.20523700000000003
2160,0.6,0.36,0.4,0.8998650000000001,0.175627
2161,0.5,0.3,0.5,0.8998650000000001,0.14214600000000002
2162,0.4,0.24,0.6,0.8998650000000001,0.103285
2163,1.0,0.7000000000000001,0.0,0.8998650000000001,0.304159
2164,0.9,0.6299999999999999,0.1,0.8998650000000001,0.283717
2165,0.8,0.56,0.2,0.8998650000000001,0.260917
2166,0.7000000000000001,0.49,0.3,0.8998650000000001,0.235079
2167,0.6,0.42,0.4,0.8998650000000001,0.20563199999999998
2168,0.5,0.35000000000000003,0.5,0.8998650000000001,0.171281
2169,0.4,0.28,0.6,0.8998650000000001,0.131165
2170,1.0,0.8,0.0,0.8998650000000001,0.326997
2171,0.9,0.72,0.1,0.8998650000000001,0.307096
2172,0.8,0.64,0.2,0.8998650000000001,0.285019
2173,0.7000000000000001,0.56,0.3,0.8998650000000001,0.25991
2174,0.6,0.48,0.4,0.8998650000000001,0.230783
2175,0.5,0.4,0.5,0.8998650000000001,0.19668
2176,0.4,0.32,0.6,0.8998650000000001,0.155641
2177,1.0,0.9,0.0,0.8998650000000001,0.345547
2178,0.9,0.81,0.1,0.8998650000000001,0.326391
2179,0.8,0.72,0.2,0.8998650000000001,0.304948
2180,0.7000000000000001,0.63,0.3,0.8998650000000001,0.28055599999999997
2181,0.6,0.54,0.4,0.8998650000000001,0.25224
2182,0.5,0.45,0.5,0.8998650000000001,0.218557
2183,0.4,0.36,0.6,0.8998650000000001,0.177273
2184,1.0,1.0,0.0,0.8998650000000001,0.36218000000000006
2185,0.9,0.9,0.1,0.8998650000000001,0.342491
2186,0.8,0.8,0.2,0.8998650000000001,0.32178199999999996
2187,0.7000000000000001,0.7000000000000001,0.3,0.8998650000000001,0.298101
2188,0.6,0.6,0.4,0.8998650000000001,0.27048500000000003
2189,0.5,0.5,0.5,0.8998650000000001,0.23755500000000002
2190,0.4,0.4,0.6,0.8998650000000001,0.196789
2191,1.0,1.1,0.0,0.8998650000000001,0.37669600000000003
2192,0.9,0.99,0.1,0.8998650000000001,0.357665
2193,0.8,0.88,0.2,0.8998650000000001,0.336254
2194,0.7000000000000001,0.77,0.3,0.8998650000000001,0.313285
2195,0.6,0.66,0.4,0.8998650000000001,0.286329
2196,0.5,0.55,0.5,0.8998650000000001,0.2541
2197,0.4,0.44,0.6,0.8998650000000001,0.21402200000000002
2198,1.0,1.2,0.0,0.8998650000000001,0.39080800000000004
2199,0.9,1.08,0.1,0.8998650000000001,0.370223
2200,0.8,0.96,0.2,0.8998650000000001,0.35033000000000003
2201,0.7000000000000001,0.84,0.3,0.8998650000000001,0.32577100000000003
2202,0.6,0.72,0.4,0.8998650000000001,0.299978
2203,0.5,0.6,0.5,0.8998650000000001,0.26860900000000004
2204,0.4,0.48,0.6,0.8998650000000001,0.22935400000000003
2205,1.0,0.6,0.0,1.19987,0.44954500000000003
2206,0.9,0.54,0.1,1.19987,0.424357
2207,0.8,0.48,0.2,1.19987,0.39704500000000004
2208,0.7000000000000001,0.42,0.3,1.19987,0.36680100000000004
2209,0.6,0.36,0.4,1.19987,0.33299100000000004
2210,0.5,0.3,0.5,1.19987,0.294704
2211,0.4,0.24,0.6,1.19987,0.25055499999999997
2212,1.0,0.7000000000000001,0.0,1.19987,0.488589
2213,0.9,0.6299999999999999,0.1,1.19987,0.463857
2214,0.8,0.56,0.2,1.19987,0.436079
2215,0.7000000000000001,0.49,0.3,1.19987,0.405125
2216,0.6,0.42,0.4,1.19987,0.37058599999999997
2217,0.5,0.35000000000000003,0.5,1.19987,0.33102
2218,0.4,0.28,0.6,1.19987,0.284858
2219,1.0,0.8,0.0,1.19987,0.519933
2220,0.9,0.72,0.1,1.19987,0.49580300000000005
2221,0.8,0.64,0.2,1.19987,0.468768
2222,0.7000000000000001,0.56,0.3,1.19987,0.438226
2223,0.6,0.48,0.4,1.19987,0.402701
2224,0.5,0.4,0.5,1.19987,0.362523
2225,0.4,0.32,0.6,1.19987,0.315081
2226,1.0,0.9,0.0,1.19987,0.54559
2227,0.9,0.81,0.1,1.19987,0.522192
2228,0.8,0.72,0.2,1.19987,0.495926
2229,0.7000000000000001,0.63,0.3,1.19987,0.465903
2230,0.6,0.54,0.4,1.19987,0.43126600000000004
2231,0.5,0.45,0.5,1.19987,0.390069
2232,0.4,0.36,0.6,1.19987,0.341918
2233,1.0,1.0,0.0,1.19987,0.567037
2234,0.9,0.9,0.1,1.19987,0.544512
2235,0.8,0.8,0.2,1.19987,0.518841
2236,0.7000000000000001,0.7000000000000001,0.3,1.19987,0.489626
2237,0.6,0.6,0.4,1.19987,0.455527
2238,0.5,0.5,0.5,1.19987,0.41517699999999996
2239,0.4,0.4,0.6,1.19987,0.365898
2240,1.0,1.1,0.0,1.19987,0.5853320000000001
2241,0.9,0.99,0.1,1.19987,0.563419
2242,0.8,0.88,0.2,1.19987,0.538664
2243,0.7000000000000001,0.77,0.3,1.19987,0.510042
2244,0.6,0.66,0.4,1.19987,0.47673299999999996
2245,0.5,0.55,0.5,1.19987,0.436858
2246,0.4,0.44,0.6,1.19987,0.387438
2247,1.0,1.2,0.0,1.19987,0.600836
2248,0.9,1.08,0.1,1.19987,0.579843
2249,0.8,0.96,0.2,1.19987,0.555687
2250,0.7000000000000001,0.84,0.3,1.19987,0.5280590000000001
2251,0.6,0.72,0.4,1.19987,0.49536600000000003
2252,0.5,0.6,0.5,1.19987,0.45616900000000005
2253,0.4,0.48,0.6,1.19987,0.407769
2254,1.0,0.6,0.0,1.49987,0.638802
2255,0.9,0.54,0.1,1.49987,0.612101
2256,0.8,0.48,0.2,1.49987,0.582998
2257,0.7000000000000001,0.42,0.3,1.49987,0.551076
2258,0.6,0.36,0.4,1.49987,0.515537
2259,0.5,0.3,0.5,1.49987,0.47604399999999997
2260,0.4,0.24,0.6,1.49987,0.43107500000000004
2261,1.0,0.7000000000000001,0.0,1.49987,0.684152
2262,0.9,0.6299999999999999,0.1,1.49987,0.657112
2263,0.8,0.56,0.2,1.49987,0.627414
2264,0.7000000000000001,0.49,0.3,1.49987,0.594546
2265,0.6,0.42,0.4,1.49987,0.557828
2266,0.5,0.35000000000000003,0.5,1.49987,0.51629
2267,0.4,0.28,0.6,1.49987,0.468337
2268,1.0,0.8,0.0,1.49987,0.72116
2269,0.9,0.72,0.1,1.49987,0.694337
2270,0.8,0.64,0.2,1.49987,0.664628
2271,0.7000000000000001,0.56,0.3,1.49987,0.6314730000000001
2272,0.6,0.48,0.4,1.49987,0.5940460000000001
2273,0.5,0.4,0.5,1.49987,0.551259
2274,0.4,0.32,0.6,1.49987,0.501254
2275,1.0,0.9,0.0,1.49987,0.7518760000000001
2276,0.9,0.81,0.1,1.49987,0.7255450000000001
2277,0.8,0.72,0.2,1.49987,0.6961320000000001
2278,0.7000000000000001,0.63,0.3,1.49987,0.663031
2279,0.6,0.54,0.4,1.49987,0.625437
2280,0.5,0.45,0.5,1.49987,0.582046
2281,0.4,0.36,0.6,1.49987,0.53095
2282,1.0,1.0,0.0,1.49987,0.7782410000000001
2283,0.9,0.9,0.1,1.49987,0.7520140000000001
2284,0.8,0.8,0.2,1.49987,0.7231730000000001
2285,0.7000000000000001,0.7000000000000001,0.3,1.49987,0.6904170000000001
2286,0.6,0.6,0.4,1.49987,0.652861
2287,0.5,0.5,0.5,1.49987,0.609236
2288,0.4,0.4,0.6,1.49987,0.557415
2289,1.0,1.1,0.0,1.49987,0.800222
2290,0.9,0.99,0.1,1.49987,0.775346
2291,0.8,0.88,0.2,1.49987,0.746836
2292,0.7000000000000001,0.77,0.3,1.49987,0.714362
2293,0.6,0.66,0.4,1.49987,0.6771250000000001
2294,0.5,0.55,0.5,1.49987,0.6334620000000001
2295,0.4,0.44,0.6,1.49987,0.581269
2296,1.0,1.2,0.0,1.49987,0.8189830000000001
2297,0.9,1.08,0.1,1.49987,0.7949339999999999
2298,0.8,0.96,0.2,1.49987,0.767603
2299,0.7000000000000001,0.84,0.3,1.49987,0.735715
2300,0.6,0.72,0.4,1.49987,0.698703
2301,0.5,0.6,0.5,1.49987,0.6552500000000001
2302,0.4,0.48,0.6,1.49987,0.602833
2303,1.0,0.6,0.0,1.79987,0.8530500000000001
2304,0.9,0.54,0.1,1.79987,0.8257460000000001
2305,0.8,0.48,0.2,1.79987,0.7963880000000001
2306,0.7000000000000001,0.42,0.3,1.79987,0.764555
2307,0.6,0.36,0.4,1.79987,0.7299160000000001
2308,0.5,0.3,0.5,1.79987,0.691825
2309,0.4,0.24,0.6,1.79987,0.6494580000000001
2310,1.0,0.7000000000000001,0.0,1.79987,0.90083
2311,0.9,0.6299999999999999,0.1,1.79987,0.8727750000000001
2312,0.8,0.56,0.2,1.79987,0.842135
2313,0.7000000000000001,0.49,0.3,1.79987,0.808813
2314,0.6,0.42,0.4,1.79987,0.772174
2315,0.5,0.35000000000000003,0.5,1.79987,0.7313710000000001
2316,0.4,0.28,0.6,1.79987,0.6855100000000001
2317,1.0,0.8,0.0,1.79987,0.940806
2318,0.9,0.72,0.1,1.79987,0.912496
2319,0.8,0.64,0.2,1.79987,0.8814770000000001
2320,0.7000000000000001,0.56,0.3,1.79987,0.8472369999999999
2321,0.6,0.48,0.4,1.79987,0.809075
2322,0.5,0.4,0.5,1.79987,0.766451
2323,0.4,0.32,0.6,1.79987,0.7178570000000001
2324,1.0,0.9,0.0,1.79987,0.9745210000000001
2325,0.9,0.81,0.1,1.79987,0.9463360000000001
2326,0.8,0.72,0.2,1.79987,0.9151990000000001
2327,0.7000000000000001,0.63,0.3,1.79987,0.880587
2328,0.6,0.54,0.4,1.79987,0.841749
2329,0.5,0.45,0.5,1.79987,0.7976090000000001
2330,0.4,0.36,0.6,1.79987,0.747077
2331,1.0,1.0,0.0,1.79987,1.00321
2332,0.9,0.9,0.1,1.79987,0.975445
2333,0.8,0.8,0.2,1.79987,0.944502
2334,0.7000000000000001,0.7000000000000001,0.3,1.79987,0.9098350000000001
2335,0.6,0.6,0.4,1.79987,0.870631
2336,0.5,0.5,0.5,1.79987,0.8257460000000001
2337,0.4,0.4,0.6,1.79987,0.773532
2338,1.0,1.1,0.0,1.79987,1.02783
2339,0.9,0.99,0.1,1.79987,1.00065
2340,0.8,0.88,0.2,1.79987,0.9701569999999999
2341,0.7000000000000001,0.77,0.3,1.79987,0.935676
2342,0.6,0.66,0.4,1.79987,0.8963970000000001
2343,0.5,0.55,0.5,1.79987,0.851043
2344,0.4,0.44,0.6,1.79987,0.797671
2345,1.0,1.2,0.0,1.79987,1.0489
2346,0.9,1.08,0.1,1.79987,1.0225199999999999
2347,0.8,0.96,0.2,1.79987,0.992689
2348,0.7000000000000001,0.84,0.3,1.79987,0.95867
2349,0.6,0.72,0.4,1.79987,0.9195220000000001
2350,0.5,0.6,0.5,1.79987,0.873982
2351,0.4,0.48,0.6,1.79987,0.820051
2352,1.0,0.6,0.0,2.09987,1.09851
2353,0.9,0.54,0.1,2.09987,1.07083
2354,0.8,0.48,0.2,2.09987,1.0413299999999999
2355,0.7000000000000001,0.42,0.3,2.09987,1.00991
2356,0.6,0.36,0.4,2.09987,0.976183
2357,0.5,0.3,0.5,2.09987,0.939827
2358,0.4,0.24,0.6,2.09987,0.9003200000000002
2359,1.0,0.7000000000000001,0.0,2.09987,1.14077
2360,0.9,0.6299999999999999,0.1,2.09987,1.11236
2361,0.8,0.56,0.2,2.09987,1.08178
2362,0.7000000000000001,0.49,0.3,2.09987,1.0488
2363,0.6,0.42,0.4,2.09987,1.01312
2364,0.5,0.35000000000000003,0.5,2.09987,0.9740940000000001
2365,0.4,0.28,0.6,2.09987,0.931084
2366,1.0,0.8,0.0,2.09987,1.18032
2367,0.9,0.72,0.1,2.09987,1.15134
2368,0.8,0.64,0.2,2.09987,1.1199299999999999
2369,0.7000000000000001,0.56,0.3,2.09987,1.08577
2370,0.6,0.48,0.4,2.09987,1.0482200000000002
2371,0.5,0.4,0.5,2.09987,1.00693
2372,0.4,0.32,0.6,2.09987,0.960842
2373,1.0,0.9,0.0,2.09987,1.21473
2374,0.9,0.81,0.1,2.09987,1.18559
2375,0.8,0.72,0.2,2.09987,1.15361
2376,0.7000000000000001,0.63,0.3,2.09987,1.11864
2377,0.6,0.54,0.4,2.09987,1.0799800000000002
2378,0.5,0.45,0.5,2.09987,1.03681
2379,0.4,0.36,0.6,2.09987,0.98827
2380,1.0,1.0,0.0,2.09987,1.2443300000000002
2381,0.9,0.9,0.1,2.09987,1.21533
2382,0.8,0.8,0.2,2.09987,1.18337
2383,0.7000000000000001,0.7000000000000001,0.3,2.09987,1.1479300000000001
2384,0.6,0.6,0.4,2.09987,1.10838
2385,0.5,0.5,0.5,2.09987,1.06399
2386,0.4,0.4,0.6,2.09987,1.0134
2387,1.0,1.1,0.0,2.09987,1.27004
2388,0.9,0.99,0.1,2.09987,1.2413800000000001
2389,0.8,0.88,0.2,2.09987,1.20958
2390,0.7000000000000001,0.77,0.3,2.09987,1.17408
2391,0.6,0.66,0.4,2.09987,1.13411
2392,0.5,0.55,0.5,2.09987,1.08871
2393,0.4,0.44,0.6,2.09987,1.03663
2394,1.0,1.2,0.0,2.09987,1.2924799999999999
2395,0.9,1.08,0.1,2.09987,1.26434
2396,0.8,0.96,0.2,2.09987,1.23289
2397,0.7000000000000001,0.84,0.3,2.09987,1.19752
2398,0.6,0.72,0.4,2.09987,1.1574
2399,0.5,0.6,0.5,2.09987,1.11145
2400,0.4,0.48,0.6,2.09987,1.05807
2401,1.1500000000000001,0.6900000000000001,0.0,0.299867,0.01
2402,1.035,0.621,0.115,0.299867,0.01
2403,0.92,0.552,0.23,0.299867,0.01
2404,0.805,0.483,0.34500000000000003,0.299867,0.01
2405,0.6900000000000001,0.414,0.46,0.299867,0.01
2406,0.5750000000000001,0.34500000000000003,0.5750000000000001,0.299867,0.01
2407,0.46,0.276,0.6900000000000001,0.299867,0.01
2408,1.1500000000000001,0.805,0.0,0.299867,0.01
2409,1.035,0.7244999999999998,0.115,0.299867,0.01
2410,0.92,0.6439999999999999,0.23,0.299867,0.01
2411,0.805,0.5635,0.34500000000000003,0.299867,0.01
2412,0.6900000000000001,0.483,0.46,0.299867,0.01
2413,0.5750000000000001,0.4025,0.5750000000000001,0.299867,0.01
2414,0.46,0.322,0.6900000000000001,0.299867,0.01
2415,1.1500000000000001,0.92,0.0,0.299867,0.01
2416,1.035,0.8280000000000003,0.115,0.299867,0.01
2417,0.92,0.7360000000000002,0.23,0.299867,0.01
2418,0.805,0.644,0.34500000000000003,0.299867,0.01
2419,0.6900000000000001,0.552,0.46,0.299867,0.01
2420,0.5750000000000001,0.46,0.5750000000000001,0.299867,0.01
2421,0.46,0.368,0.6900000000000001,0.299867,0.01
